"","titulo","autor","precio","enlace","id_libro","editorial","paginas","anio","precio_pag"
"1619","ARGENTINA EN LA POSCONVERTIBILIDAD","SCHORR, MARTIN; SCHORR, MARTIN","24900.00","https://cuspide.com/producto/argentina-en-la-posconvertibilidad/",1619,"MIÑO Y DÁVILA EDITORES
","256
","01/01/2013
",97.265625
"1620","NEGOCIACION ROLLER COASTER","SCORNAVACHI, MATIAS","28900.00","https://cuspide.com/producto/negociacion-roller-coaster/",1620,"OyD Ediciones
","244
","01/01/2021
",118.44262295082
"1621","DE LA FORMACION AL EMPLEO.","PANAIA, MARTA; PANAIA, MARTA","27800.00","https://cuspide.com/producto/de-la-formacion-al-empleo/",1621,"MIÑO Y DÁVILA EDITORES
","320
","01/01/2017
",86.875
"1622","ECP ESTRATEGIA  COGNICION Y PODER","LEVY, ALBERTO","40300.00","https://cuspide.com/producto/ecp-estrategia-cognicion-y-poder/",1622,"GRANICA
","314
","01/01/2007
",128.343949044586
"1623","DESENCAJADOS","MOLINARI, PAULA","32990.00","https://cuspide.com/producto/desencajados/",1623,"TEMAS GRUPO EDITORIAL
","160
","01/01/2017
",206.1875
"1624","OTRA ECONOMIA ES POSIBLE","CASTELLS, MANUEL","31418.50","https://cuspide.com/producto/otra-economia-es-posible/",1624,"ALIANZA
","320
","01/01/2017
",98.1828125
"1625","PARASITOS MENTALES","KAISER, AXEL","27900.00","https://cuspide.com/producto/parasitos-mentales/",1625,"ARIEL
","168
","01/01/2024
",166.071428571429
"1626","EL COMERCIO INTERNACIONAL","HELPMAN, ELHANAN","17500.00","https://cuspide.com/producto/el-comercio-internacional/",1626,"FONDO DE CULTURA ECONOMICA
","322
","01/01/2014
",54.3478260869565
"1627","LA CREATIVIDAD EN EL COACHING","GOLDVARG, ESCALANTE","41200.00","https://cuspide.com/producto/la-creatividad-en-el-coaching/",1627,"GRANICA
","10
","01/01/2024
",4120
"1628","FUTURO DESCENTRALIZADO","FIORILLO, CLAUDIO","29200.00","https://cuspide.com/producto/futuro-descentralizado/",1628,"GRANICA
","10
","01/01/2024
",2920
"1629","INMUEBLES Y FAMILIA : UNA MIRADA DIFERENTE","MANTILLA, SANTIAGO","51700.00","https://cuspide.com/producto/inmuebles-y-familia-una-mirada-diferente/",1629,"LID
","10
","01/01/2024
",5170
"1630","EL GARAGE DE TUS SUEÑOS","REMONDINO, AGUSTIN","27900.00","https://cuspide.com/producto/el-garage-de-tus-suenos/",1630,"LID
","10
","01/01/2024
",2790
"1631","CRIPTOMONEDAS . UN DESAFIO AL ESTADO Y A LOS BANCOS","BURGOS, MARTIN","24990.00","https://cuspide.com/producto/criptomonedas-un-desafio-al-estado-y-a-los-bancos/",1631,"CONTINENTE
","188
","01/01/2024
",132.925531914894
"1632","VOLVER A SER GRANDES","DOMINGUEZ, FEDERICO","24000.00","https://cuspide.com/producto/volver-a-ser-grandes/",1632,"GALERNA
","192
","01/01/2024
",125
"1633","LA REINVENCION DEL DUE/O","SCHUTT, GUSTAVO","35990.00","https://cuspide.com/producto/la-reinvencion-del-due-o/",1633,"TEMAS GRUPO EDITORIAL
","213
","01/01/2021
",168.967136150235
"1634","LA PUBLICIDAD DE BIEN PUBLICO",NA,"28990.00","https://cuspide.com/producto/la-publicidad-de-bien-publico/",1634,"TEMAS GRUPO EDITORIAL
","414
","01/01/2011
",70.024154589372
"1635","TU MEJOR VERSION PROFESIONAL Y EMPRENDEDORA","MEJUTO, MARIEL","32900.00","https://cuspide.com/producto/tu-mejor-version-profesional-y-emprendedora/",1635,"PLANETA
","10
","01/01/2024
",3290
"1636","ESTANCAMIENTO MUNDIAL ( AHORA KEYNES )","RUSSAK, MARIO","9000.00","https://cuspide.com/producto/estancamiento-mundial-ahora-keynes/",1636,"DUNKEN SRL
","124
","01/01/2015
",72.5806451612903
"1637","HACIA LA CIUDAD INTELIGENTE","CASADO SAMPIRISI, SANDRA","9000.00","https://cuspide.com/producto/hacia-la-ciudad-inteligente/",1637,"DUNKEN SRL
","232
","01/01/2016
",38.7931034482759
"1638","EL FIN DE LOS MERCADOS DE CONSUMO","LOPE, ADRIAN","9000.00","https://cuspide.com/producto/el-fin-de-los-mercados-de-consumo/",1638,"DUNKEN SRL
","10
","01/01/2020
",900
"1639","EL FIN DE LA INFLACION .BASES DEL SISTEMA COOPERATIVO","ACUA, PABLO","9000.00","https://cuspide.com/producto/el-fin-de-la-inflacion-bases-del-sistema-cooperativo/",1639,"DUNKEN SRL
","10
","01/01/2020
",900
"1640","COMO QUEBRAR SU EMPRESA","ALONSO HAYY, MARTIN","10000.00","https://cuspide.com/producto/como-quebrar-su-empresa/",1640,"DUNKEN SRL
","10
","01/01/2020
",1000
"1641","SELF MANAGEMENT.","RAVIER, LEONARDO","43900.00","https://cuspide.com/producto/self-management/",1641,"PROFIT
","176
","01/01/2020
",249.431818181818
"1642","NIÑO RICO , NIÑO LISTO","KIYOSAKI, ROBERT T.","26999.00","https://cuspide.com/producto/nino-rico-nino-listo/",1642,"DEBOLSILLO
","376
","01/01/2024
",71.8058510638298
"1643","LA PARADOJA","HUNTER, JAMES C.","21800.00","https://cuspide.com/producto/la-paradoja-2/",1643,"EMPRESA ACTIVA
","192
","01/01/2024
",113.541666666667
"1644","ANALISIS INTEGRAL DE EMPRESAS","AMAT, ORIOL","46200.00","https://cuspide.com/producto/analisis-integral-de-empresas/",1644,"PROFIT
","272
","01/01/2022
",169.852941176471
"1645","COMUNICAR BIEN PARA LIDERAR MEJOR","RIUS, MERCE","46200.00","https://cuspide.com/producto/comunicar-bien-para-liderar-mejor/",1645,"PROFIT
","192
","01/01/2019
",240.625
"1646","ECONOMIA DE LOS RECURSOS HUMANOS EN LA PRACTICA","GIBBS, MICHAEL","67284.00","https://cuspide.com/producto/economia-de-los-recursos-humanos-en-la-practica/",1646,"ANTONI BOSCH
","656
","01/01/2016
",102.567073170732
"1647","EL DINERO EN UNA SOLA LECCION","JACKSON, GAVIN","54432.00","https://cuspide.com/producto/el-dinero-en-una-sola-leccion/",1647,"ANTONI BOSCH
","10
","01/01/2024
",5443.2
"1648","PERMACRISIS",NA,"49518.00","https://cuspide.com/producto/permacrisis/",1648,"ANTONI BOSCH
","10
","01/01/2024
",4951.8
"1649","COMO HACER QUE TU DINERO TRABAJE POR TI","ARENS, CRISTIAN","39900.00","https://cuspide.com/producto/como-hacer-que-tu-dinero-trabaje-por-ti/",1649,"PAIDOS
","164
","01/01/2024
",243.292682926829
"1650","COMO COMER CANGREJO Y NO MORIR EN EL INTENTO","ALONSO, MONICA; CORNELLA, ALFO...","42500.00","https://cuspide.com/producto/como-comer-cangrejo-y-no-morir-en-el-intento/",1650,"PROFIT
","110
","01/01/2023
",386.363636363636
"1651","2. EL CAPITAL","MARX, KARL","54000.00","https://cuspide.com/producto/2-el-capital/",1651,"FONDO DE CULTURA ECONOMICA
","498
","01/01/2021
",108.433734939759
"1652","APRENDER A LIDERAR","CAEQUE, MARTIN","31990.00","https://cuspide.com/producto/aprender-a-liderar/",1652,"TEMAS GRUPO EDITORIAL
","342
","01/01/2012
",93.5380116959064
"1653","HABLEMOS DE EMPLOYEE ADVOCACY EN LINKEDIN","BENEDETTI, ARIEL","33990.00","https://cuspide.com/producto/hablemos-de-employee-advocacy-en-linkedin/",1653,"TEMAS GRUPO EDITORIAL
","216
","01/01/2023
",157.361111111111
"1654","FILOSOFIA PARA DIRECTIVOS","BUSON, RAIS","26500.00","https://cuspide.com/producto/filosofia-para-directivos/",1654,"LEA
","192
","01/01/2024
",138.020833333333
"1655","AFUERA .GUIA PRACTICA PARA QUE LA AVENTURA DE REGIONALIZAR TU PRODUCTO","CETTA, ANDRES","23990.00","https://cuspide.com/producto/afuera-guia-practica-para-que-la-aventura-de-regionalizar-tu-producto/",1655,"TEMAS GRUPO EDITORIAL
","160
","01/01/2020
",149.9375
"1656","MANUAL DE FORMULAS TECNICAS","GIECK, KURT","82280.00","https://cuspide.com/producto/manual-de-formulas-tecnicas/",1656,"ALFAOMEGA GRUPO EDITOR
","496
","01/01/2016
",165.887096774194
"1657","LA RIQUEZA DE LA DIVERSIDAD","HELGESEN, SALLY","24600.00","https://cuspide.com/producto/la-riqueza-de-la-diversidad/",1657,"EMPRESA ACTIVA
","256
","01/01/2024
",96.09375
"1658","INNOVACION CONTINUA","TABRIZI, BEHNAM","58900.00","https://cuspide.com/producto/innovacion-continua/",1658,"PROFIT
","10
","01/01/2024
",5890
"1659","REFLEXIONES DE UN A/O TRABAJANDO EN PANTUFLAS","JAJAMOVICH, MELINA","19990.00","https://cuspide.com/producto/reflexiones-de-un-a-o-trabajando-en-pantuflas/",1659,"ADRIAN DARIO AREVALO
","224
","01/01/2022
",89.2410714285714
"1660","OKRS & METRICAS DE NEGOCIOS","BRUNETTA, HUGO; FONTANA, CLAUD...","29000.00","https://cuspide.com/producto/okrs-metricas-de-negocios/",1660,"PLUMA DIGITAL
","198
","01/01/2023
",146.464646464646
"1661","LA CIENCIA DE HACERSE RICO","WATTLES, WALLACE","17900.00","https://cuspide.com/producto/la-ciencia-de-hacerse-rico/",1661,"Del Fondo Editorial
","102
","01/01/2021
",175.490196078431
"1662","TRABAJA DURO  TRABAJA CON ASTUCIA","JACKSON, CURTIS "" 50 CENT ""","27600.00","https://cuspide.com/producto/trabaja-duro-trabaja-con-astucia/",1662,"OCEANO TRAVESIA
","264
","01/01/2022
",104.545454545455
"1663","MANAGEMENT EN 20 MINUTOS : EQUIPOS INNOVADORES",NA,"15536.00","https://cuspide.com/producto/management-en-20-minutos-equipos-innovadores/",1663,"REVERTE
","10
","01/01/2024
",1553.6
"1664","UN PAVO REAL EN EL REINO DE LOS PINGUINOS","GALLAGHER, B.J.","15536.00","https://cuspide.com/producto/un-pavo-real-en-el-reino-de-los-pinguinos/",1664,"REVERTE
","192
","01/01/2024
",80.9166666666667
"1665","PSICOLOGIA ORGANIZACIONAL SIGLO XXI","PRESS, EDUARDO","30500.00","https://cuspide.com/producto/psicologia-organizacional-siglo-xxi/",1665,"GRANICA
","10
","01/01/2024
",3050
"1666","DEL CIELO A BAIRES","BENDINGER, MARIA CECILIA","24500.00","https://cuspide.com/producto/del-cielo-a-baires/",1666,"EDITORIAL ANTROPOSOFICA S.A.
","102
","01/01/2024
",240.196078431373
"1667","REINVENDER","ALVAREZ, MARCOS","42500.00","https://cuspide.com/producto/reinvender/",1667,"PROFIT
","240
","01/01/2018
",177.083333333333
"1668","IGNORA LA MULTITUD","RIBES, MARC","46200.00","https://cuspide.com/producto/ignora-la-multitud/",1668,"PROFIT
","248
","01/01/2018
",186.290322580645
"1669","VENDE COMO BEZOS","GALLO, CARMINE","64700.00","https://cuspide.com/producto/vende-como-bezos/",1669,"PROFIT
","10
","01/01/2024
",6470
"1670","CAMPESINOS Y ESTANCIEROS","GELMAN, JORGE","31020.00","https://cuspide.com/producto/campesinos-y-estancieros/",1670,"PROMETEO LIBROS
","296
","01/01/2024
",104.797297297297
"1671","CADENAS GLOBALES DE VALOR","MILBERG, WILLIAM","12000.00","https://cuspide.com/producto/cadenas-globales-de-valor/",1671,"UNIV. NAC. DE QUILMES
","300
","01/01/2018
",40
"1672","EL DERECHO MONETARIO COMO ORDENADOR DEL ESTADO DEL MERCADO","GROSS SIBONA, ED","20240.00","https://cuspide.com/producto/el-derecho-monetario-como-ordenador-del-estado-del-mercado/",1672,"PROMETEO LIBROS
","88
","01/01/2024
",230
"1673","INVESTIGACION CUALITATIVA","BAEZ Y PEREZ DE TUDELA, JUAN","55168.00","https://cuspide.com/producto/investigacion-cualitativa/",1673,"ALFAOMEGA GRUPO EDITOR
","404
","01/01/2012
",136.554455445545
"1674","INVESTIGACION COMERCIAL","GARCIA, GEMMA","35151.00","https://cuspide.com/producto/investigacion-comercial/",1674,"ALFAOMEGA GRUPO EDITOR
","10
","01/01/2013
",3515.1
"1675","PLANEACION COMERCIAL","LERMA Y KIRCHNER, ALEJANDRO; B...","34247.00","https://cuspide.com/producto/planeacion-comercial/",1675,"ALFAOMEGA GRUPO EDITOR
","298
","01/01/2013
",114.922818791946
"1676","DIRECCION Y GESTION DE LA PRODUCCION","GARCIA MARQUEZ, FAUSTO PEDRO","50155.00","https://cuspide.com/producto/direccion-y-gestion-de-la-produccion/",1676,"ALFAOMEGA GRUPO EDITOR
","362
","01/01/2013
",138.549723756906
"1677","LIDERES DE MENTES","PEREZ, MARCIAL","27500.00","https://cuspide.com/producto/lideres-de-mentes/",1677,"AUTORIA
","10
","01/01/2021
",2750
"1678","VARON + MUJER = COMPLEMENTARIEDAD","DEBELJUH, PATRICIA; ESTOL, CLA...","16400.00","https://cuspide.com/producto/varon-mujer-complementariedad/",1678,"LID EDITORIAL ARGENTINA ( LEA )
","176
","01/01/2013
",93.1818181818182
"1679","PACK DICCIONARIOS DE RRHH : LA TRILOGIA","ALLES, MARTHA","98600.00","https://cuspide.com/producto/pack-diccionarios-de-rrhh-la-trilogia/",1679,"GRANICA
","10
","01/01/2017
",9860
"1680","EL LIDERAZGO CONSCIENTE","CHATTERJEE, DEBASHIS","36600.00","https://cuspide.com/producto/el-liderazgo-consciente/",1680,"GRANICA
","262
","01/01/2007
",139.69465648855
"1681","DE LIDER A LIDER","HESSELBEIN, FRANCES; COHEN, PA...","55900.00","https://cuspide.com/producto/de-lider-a-lider/",1681,"GRANICA
","464
","01/01/2012
",120.474137931034
"1682","COMO COMPRENDER LA PNL","CUDICIO, CATHERINE","30300.00","https://cuspide.com/producto/como-comprender-la-pnl/",1682,"GRANICA
","200
","01/01/2009
",151.5
"1683","EXISTEN LIMITES AL CONSUMO ?","PEREZ, CLOTILDE","18150.00","https://cuspide.com/producto/existen-limites-al-consumo/",1683,"SB
","96
","01/01/2024
",189.0625
"1684","EL TRADER DE TREINTA MINUTOS DIARIOS","BENSDORP, LAURENS","42500.00","https://cuspide.com/producto/el-trader-de-treinta-minutos-diarios/",1684,"OBELISCO
","168
","01/01/2024
",252.97619047619
"1685","MANUAL DEL SUEÑO AMERICANO","MORANO, ESTEBAN","38900.00","https://cuspide.com/producto/manual-del-sueno-americano/",1685,"PLANETA
","10
","01/01/2024
",3890
"1686","PODER Y DINERO EN LA ERA DEL BITCOIN","MALLAMACI, MARCO","42000.00","https://cuspide.com/producto/poder-y-dinero-en-la-era-del-bitcoin/",1686,"FONDO DE CULTURA ECONOMICA
","10
","01/01/2024
",4200
"1687","LO QUE NO ME DIJERON DE EMPRENDER","AVILES, VERONICA","26300.00","https://cuspide.com/producto/lo-que-no-me-dijeron-de-emprender/",1687,"RENACER
","192
","01/01/2024
",136.979166666667
"1688","EL CAPITAL DE MARX","FINE, BEN SAAD","30000.00","https://cuspide.com/producto/el-capital-de-marx/",1688,"FONDO DE CULTURA ECONOMICA
","215
","01/01/2014
",139.53488372093
"1689","JOHN MAYNARD KEYNES","BACKHOUSE, ROGER E.; BATEMAN, ...","19500.00","https://cuspide.com/producto/john-maynard-keynes/",1689,"FONDO DE CULTURA ECONOMICA
","240
","01/01/2014
",81.25
"1690","PLANIFICA TU ECONOMIA PERSONAL Y FAMILIAR","IGUAL, DAVID","42500.00","https://cuspide.com/producto/planifica-tu-economia-personal-y-familiar/",1690,"PROFIT
","240
","01/01/2018
",177.083333333333
"1691","PALABRAS MAGICAS","CAEQUE, HILDA","27800.00","https://cuspide.com/producto/palabras-magicas/",1691,"GRANICA
","176
","01/01/2024
",157.954545454545
"1692","LA ECONOMIA EXPLICADA PARA QUE AL FIN LA ENTIENDAS","PETTINGER, TEJVAN","28500.00","https://cuspide.com/producto/la-economia-explicada-para-que-al-fin-la-entiendas/",1692,"EMPRESA ACTIVA
","288
","01/01/2024
",98.9583333333333
"1693","LAS 33 ESTRATEGIAS DE LA GUERRA","GREENE, ROBERT; ELFFERS, JOOST","42700.00","https://cuspide.com/producto/las-33-estrategias-de-la-guerra/",1693,"OCEANO
","536
","01/01/2007
",79.6641791044776
"1694","PACK DESEMPEÑO TRILOGIA – TRES VOLUMENES","ALLES, MARTHA","108000.00","https://cuspide.com/producto/pack-desempeno-trilogia-tres-volumenes/",1694,"GRANICA
","1064
","01/01/2024
",101.503759398496
"1695","FUTURO IMPERFECTO","MARCHIONNA FARE, ALEJANDRO; MA...","28990.00","https://cuspide.com/producto/futuro-imperfecto-2/",1695,"TEMAS GRUPO EDITORIAL
","276
","01/01/2012
",105.036231884058
"1696","LA REFORMA POLICIAL EN AMERICA LATINA","SAIN, MARCELO FABIAN","23210.00","https://cuspide.com/producto/la-reforma-policial-en-america-latina/",1696,"PROMETEO LIBROS
","154
","01/01/2010
",150.714285714286
"1697","IMPUESTOS EXPLICADOS Y COMENTADOS : PRINCIPIOS CONSTITUCIONALES",NA,"6500.00","https://cuspide.com/producto/impuestos-explicados-y-comentados-principios-constitucionales/",1697,"ERREPAR
","10
","01/01/2024
",650
"1698","CRISIS ECONOMICAS ARGENTINAS","ZICARI, JULIAN","35990.00","https://cuspide.com/producto/crisis-economicas-argentinas/",1698,"CONTINENTE SRL
","288
","01/01/2020
",124.965277777778
"1699","INFLACION","PEREZ MANGHI, MATIAS","17900.00","https://cuspide.com/producto/inflacion/",1699,"GRAN ALDEA
","136
","01/01/2024
",131.617647058824
"1700","GESTION ORGANIZACIONAL",NA,"34400.00","https://cuspide.com/producto/gestion-organizacional/",1700,"ALFAOMEGA GRUPO EDITOR
","210
","01/01/2016
",163.809523809524
"1701","CAMINAN-DO LA MEJORA","ROMA, EDUARDO","14000.00","https://cuspide.com/producto/caminan-do-la-mejora/",1701,"DUNKEN SRL
","10
","01/01/2023
",1400
"1702","MENTOR COACHING EN ACCION","GOLDVARG, DAMIAN","35900.00","https://cuspide.com/producto/mentor-coaching-en-accion/",1702,"GRANICA
","10
","01/01/2016
",3590
"1703","LA VENTA","DEMCZAK, ALEX","17600.00","https://cuspide.com/producto/la-venta/",1703,"EMPRESA ACTIVA
","160
","01/01/2023
",110
"1704","NUEVOS TEST DE SELECCION DE PERSONAL","CARABIN, THIERRY M.","5000.00","https://cuspide.com/producto/nuevos-test-de-seleccion-de-personal/",1704,"DE VECCHI
","200
","01/01/1997
",25
"1705","100 CARTAS ADMINISTRATIVAS",NA,"5000.00","https://cuspide.com/producto/100-cartas-administrativas/",1705,"DE VECCHI
","10
","01/01/2000
",500
"1706","100 CARTAS PERSONALES",NA,"5000.00","https://cuspide.com/producto/100-cartas-personales/",1706,"DE VECCHI
","10
","01/01/2000
",500
"1707","EMPRESAS QUE CRECEN CON ALMA","BONET, ANGEL","50800.00","https://cuspide.com/producto/empresas-que-crecen-con-alma/",1707,"PROFIT
","222
","01/01/2023
",228.828828828829
"1708","CLIENTES NO , FANS !","PIQUERAS, CESAR","46200.00","https://cuspide.com/producto/clientes-no-fans/",1708,"PROFIT
","160
","01/01/2023
",288.75
"1709","CLAVES DEL MANAGEMENT",NA,"46200.00","https://cuspide.com/producto/claves-del-management/",1709,"PROFIT
","172
","01/01/2023
",268.604651162791
"1710","MANAGEMENT HUMANISTA","MARCET, XAVIER","32800.00","https://cuspide.com/producto/management-humanista/",1710,"PLATAFORMA EDITORIAL
","140
","01/01/2023
",234.285714285714
"1711","PRIMERO LOS EMPLEADOS , LOS CLIENTES DESPUES","NAYAR, VINEET","46200.00","https://cuspide.com/producto/primero-los-empleados-los-clientes-despues/",1711,"PROFIT
","176
","01/01/2023
",262.5
"1712","LIDERAZGO IMPERFECTO","ALEMANY, JORDI","46200.00","https://cuspide.com/producto/liderazgo-imperfecto-2/",1712,"PROFIT
","256
","01/01/2023
",180.46875
"1713","LOS 25 HABITOS DE LOS INVERSORES ALTAMENTE EFICACES","SANDER, PETER","54500.00","https://cuspide.com/producto/los-25-habitos-de-los-inversores-altamente-eficaces/",1713,"PROFIT
","240
","01/01/2023
",227.083333333333
"1714","SAY THANK YOU","EDWARDS, JIM","46200.00","https://cuspide.com/producto/say-thank-you/",1714,"PROFIT
","226
","01/01/2023
",204.424778761062
"1715","CONECTA ( GETTING ALONG )","GALLO, AMY","46200.00","https://cuspide.com/producto/conecta-getting-along/",1715,"PROFIT
","280
","01/01/2023
",165
"1716","FUSIONES Y ADQUISICIONES","PALACIN ANTOR, RAMON","58900.00","https://cuspide.com/producto/fusiones-y-adquisiciones/",1716,"PROFIT
","282
","01/01/2023
",208.86524822695
"1717","MI TRABAJO AHORA","MARKMAN, ALEX; GHIDINI, MATIAS","23990.00","https://cuspide.com/producto/mi-trabajo-ahora/",1717,"TEMAS GRUPO EDITORIAL
","252
","01/01/2014
",95.1984126984127
"1718","MIAMI EN TUS MANOS","SILVA, ELIANA","15000.00","https://cuspide.com/producto/miami-en-tus-manos/",1718,"DUNKEN SRL
","10
","01/01/2023
",1500
"1719","HISTORIAS DE UN LIDER REBELDE TRANSFORMADOR","SUAREZ CLAUSEN, LUIS","15000.00","https://cuspide.com/producto/historias-de-un-lider-rebelde-transformador/",1719,"DUNKEN SRL
","10
","01/01/2023
",1500
"1720","MARKETING DIGITAL PARA INSTITUCIONES EDUCATIVAS","MANES, JUAN MANUEL","29400.00","https://cuspide.com/producto/marketing-digital-para-instituciones-educativas/",1720,"GRANICA
","10
","01/01/2023
",2940
"1721","REMUNERACIONES ESTRATEGICAS","HIDALGO, BERNARDO","32600.00","https://cuspide.com/producto/remuneraciones-estrategicas/",1721,"GRANICA
","10
","01/01/2023
",3260
"1722","30 PRINCIPIOS PARA SER UN BLACK LION","KLARIC, JURGEN","38900.00","https://cuspide.com/producto/30-principios-para-ser-un-black-lion/",1722,"PAIDOS
","376
","01/01/2023
",103.457446808511
"1723","PROBABILIDAD Y ESTADISTICA","ZYLBERBERG, ALEJANDRO D.","39900.00","https://cuspide.com/producto/probabilidad-y-estadistica/",1723,"NUEVA LIBRERIA
","624
","01/01/2005
",63.9423076923077
"1724","INTRODUCCION A LA CRITICA DE LA ECONOMIA POLITICA / 1857","MARX, KARL","25000.00","https://cuspide.com/producto/introduccion-a-la-critica-de-la-economia-politica-1857/",1724,"LUXEMBURG
","110
","01/01/2009
",227.272727272727
"1725","IMPULSO MILLONARIO","GARCIA MANJARREZ, GERARDO","20500.00","https://cuspide.com/producto/impulso-millonario/",1725,"V&R EDITORAS SA
","280
","01/01/2020
",73.2142857142857
"1726","DEREK SIVERS  OBRAS COMPLETAS ( O CASI )","SIVERS, DEREK","31000.00","https://cuspide.com/producto/derek-sivers-obras-completas-o-casi/",1726,"EMPRESA ACTIVA
","448
","01/01/2023
",69.1964285714286
"1727","CO – CREATION SPACE","VOS, JAN","18500.00","https://cuspide.com/producto/co-creation-space/",1727,"KOLIMA
","178
","01/01/2023
",103.932584269663
"1728","COACHING PACK ( VOLUMEN 1 )",NA,"74900.00","https://cuspide.com/producto/coaching-pack-volumen-1/",1728,"GRANICA
","664
","01/01/2023
",112.801204819277
"1729","LOS SECRETOS DE LA RESILIENCIA","DOLAN, SIMON L.","58900.00","https://cuspide.com/producto/los-secretos-de-la-resiliencia/",1729,"PROFIT
","376
","01/01/2023
",156.648936170213
"1730","CREA TU PLAN B","FERRIO, VICENTE","46200.00","https://cuspide.com/producto/crea-tu-plan-b/",1730,"PROFIT
","188
","01/01/2023
",245.744680851064
"1731","TELETRABAJO : VIVIR Y TRABAJAR MEJOR",NA,"36900.00","https://cuspide.com/producto/teletrabajo-vivir-y-trabajar-mejor/",1731,"PROFIT
","200
","01/01/2023
",184.5
"1732","PRESUPUESTO SISTEMICO",NA,"25700.00","https://cuspide.com/producto/presupuesto-sistemico/",1732,"GRANICA
","10
","01/01/2013
",2570
"1733","12 PASOS PARA DELEGAR EFECTIVAMENTE","ALLES, MARTHA","32600.00","https://cuspide.com/producto/12-pasos-para-delegar-efectivamente/",1733,"GRANICA
","168
","01/01/2023
",194.047619047619
"1734","MEJOR HABLARLO","JIMENEZ CALVO, JESUS","43900.00","https://cuspide.com/producto/mejor-hablarlo/",1734,"PROFIT
","168
","01/01/2023
",261.309523809524
"1735","ESTRATEGIA : COMANDO COGNITIVO DEL CONFLICTO ENTRE ORGANIZACIONES COMPLEJAS","LEVY, ALBERTO","38200.00","https://cuspide.com/producto/estrategia-comando-cognitivo-del-conflicto-entre-organizaciones-complejas/",1735,"GRANICA
","328
","01/01/2023
",116.463414634146
"1736","DELIVERING HAPPINESS","HSIEH, TONY","45300.00","https://cuspide.com/producto/delivering-happiness/",1736,"PROFIT
","224
","01/01/2023
",202.232142857143
"1737","LOGRA UN ASCENSO",NA,"14380.00","https://cuspide.com/producto/logra-un-ascenso/",1737,"REVERTE
","10
","01/01/2023
",1438
"1738","HABLA CON SEGURIDAD",NA,"14380.00","https://cuspide.com/producto/habla-con-seguridad/",1738,"REVERTE
","10
","01/01/2023
",1438
"1739","EL EMPRESARIO Y LA INNOVACION","SAUTU, RUTH","18000.00","https://cuspide.com/producto/el-empresario-y-la-innovacion/",1739,"UNSAM EDITA
","336
","01/01/2019
",53.5714285714286
"1740","OIKONOMIA . LOS ORIGENES DE LA REFLEXION ECONOMICA EN GRECIA","MARTIN, CARLOS ANDRES","18000.00","https://cuspide.com/producto/oikonomia-los-origenes-de-la-reflexion-economica-en-grecia/",1740,"UNSAM EDITA
","164
","01/01/2023
",109.756097560976
"1741","TUS PROXIMAS CINCO JUGADAS","BET-DAVID, PATRICK","37300.00","https://cuspide.com/producto/tus-proximas-cinco-jugadas/",1741,"SIRIO
","384
","01/01/2023
",97.1354166666667
"1742","DIGITAL SOFT SKILLS","ESPINA, BLANCA; RAYA, ANDRES","46200.00","https://cuspide.com/producto/digital-soft-skills/",1742,"PROFIT
","218
","01/01/2023
",211.926605504587
"1743","CONSTRUYE TU ELEVATOR PITCH","PIQUERAS, CESAR","42500.00","https://cuspide.com/producto/construye-tu-elevator-pitch/",1743,"PROFIT
","136
","01/01/2023
",312.5
"1744","EL METODO MAPA DE PRODUCTIVIDAD PERSONAL","PIQUERAS, CESAR","46200.00","https://cuspide.com/producto/el-metodo-mapa-de-productividad-personal/",1744,"PROFIT
","168
","01/01/2023
",275
"1745","INNOVAR CON VALOR","STALKER, GERMAN","32990.00","https://cuspide.com/producto/innovar-con-valor/",1745,"TEMAS GRUPO EDITORIAL
","252
","01/01/2022
",130.912698412698
"1746","RECURSOS HUMANOS EN EVOLUCION .TOMA 2 PROYECTANDO EL FUTURO","SAIZ, MARTIN","32990.00","https://cuspide.com/producto/recursos-humanos-en-evolucion-toma-2-proyectando-el-futuro/",1746,"TEMAS GRUPO EDITORIAL
","242
","01/01/2022
",136.322314049587
"1747","RECURSOS HUMANOS EN GUERRA","SAIZ, MARTIN","32990.00","https://cuspide.com/producto/recursos-humanos-en-guerra/",1747,"TEMAS GRUPO EDITORIAL
","282
","01/01/2022
",116.985815602837
"1748","NO SON CUENTOS CHINOS","GARCIA CRESPO, ANGEL","21800.00","https://cuspide.com/producto/no-son-cuentos-chinos/",1748,"EMPRESA ACTIVA
","224
","01/01/2023
",97.3214285714286
"1749","HABLAR COMO UN CEO","BATES, SUZANNE","46200.00","https://cuspide.com/producto/hablar-como-un-ceo/",1749,"PROFIT
","288
","01/01/2019
",160.416666666667
"1750","NARRATIVA TRANSMEDIA","MARROCCO, MARIA CELESTE","21780.00","https://cuspide.com/producto/narrativa-transmedia/",1750,"SB
","144
","01/01/2023
",151.25
"1751","ECONOMIA EN COMUNION","RUIZ, JULIO A.","32000.00","https://cuspide.com/producto/economia-en-comunion/",1751,"PLUMA DIGITAL
","386
","01/01/2023
",82.9015544041451
"1752","COMUNIQUESE ( VEAMOS COMO )","MORELLI, SILVINA","26500.00","https://cuspide.com/producto/comuniquese-veamos-como/",1752,"UGERMAN EDITOR
","134
","01/01/2023
",197.761194029851
